PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
101,2,Loving the new update!,2025-03-25 23:19:11,79,43,"#design,#AI,#social",0.76
102,2,Loving the new update!,2025-03-27 04:19:11,114,1,#fail,0.72
103,7,Worst experience ever.,2025-03-25 09:19:11,65,18,"#love,#AI,#design",0.37
104,4,Loving the new update!,2025-03-27 07:19:11,86,50,"#design,#tech,#social",0.47
105,4,Loving the new update!,2025-03-26 15:19:11,138,8,"#UX,#social",-0.64
106,5,Just another day...,2025-03-27 06:19:11,11,43,#social,0.74
107,9,Absolutely love the UX!,2025-03-18 14:19:11,74,4,"#tech,#love",-0.44
108,7,Such a smooth interface!,2025-03-22 16:19:11,2,6,"#mood,#tech",-0.65
109,2,Worst experience ever.,2025-03-25 14:19:11,149,0,#fail,0.92
110,8,Great performance on mobile.,2025-03-18 16:19:11,126,1,#UX,0.79
111,2,I’m impressed with the speed.,2025-03-18 17:19:11,98,17,"#love,#AI,#design",0.9
112,4,Great performance on mobile.,2025-03-23 11:19:11,50,26,"#AI,#mood,#cleanUI",0.09
113,5,Loving the new update!,2025-03-23 05:19:11,138,32,"#bug,#social",0.69
114,6,Such a smooth interface!,2025-03-17 19:19:11,12,42,"#love,#tech,#mood",0.3
115,1,Such a smooth interface!,2025-03-21 17:19:11,49,7,"#UX,#social,#AI",-0.91
116,5,Can’t stop using it!,2025-03-23 08:19:11,4,10,#fail,-0.66
117,6,Absolutely love the UX!,2025-03-25 21:19:11,79,23,"#AI,#love,#cleanUI",-0.41
118,10,Needs dark mode ASAP!,2025-03-22 22:19:11,33,16,"#fail,#cleanUI",-0.64
119,4,This app keeps crashing. So annoying.,2025-03-21 21:19:11,23,36,"#design,#tech,#UX",0.32
120,2,Great performance on mobile.,2025-03-24 14:19:11,118,38,"#UX,#mood,#cleanUI",-0.83
121,4,Worst experience ever.,2025-03-21 05:19:11,63,6,#fail,-0.93
122,10,Needs dark mode ASAP!,2025-03-21 19:19:11,88,36,#design,0.2
123,1,Worst experience ever.,2025-03-19 00:19:11,91,45,#fail,0.71
124,5,Can’t stop using it!,2025-03-23 21:19:11,63,31,#fail,0.38
125,4,This app keeps crashing. So annoying.,2025-03-21 23:19:11,36,49,"#AI,#design",-0.9
126,7,Just another day...,2025-03-19 03:19:11,88,37,"#mood,#love",0.01
127,6,Loving the new update!,2025-03-21 11:19:11,73,44,#cleanUI,-0.76
128,3,I’m impressed with the speed.,2025-03-22 05:19:11,113,27,"#social,#fail",0.53
129,9,Needs dark mode ASAP!,2025-03-25 04:19:11,111,41,#AI,0.78
130,4,This app keeps crashing. So annoying.,2025-03-20 15:19:11,116,41,"#social,#AI",0.44
131,2,Just another day...,2025-03-18 10:19:11,53,19,"#UX,#love,#mood",0.68
132,9,Loving the new update!,2025-03-18 18:19:11,139,12,"#tech,#UX",0.11
133,6,Needs dark mode ASAP!,2025-03-18 23:19:11,148,1,"#bug,#tech",-0.32
134,1,This app keeps crashing. So annoying.,2025-03-26 20:19:11,123,26,"#cleanUI,#tech",-0.32
135,5,Absolutely love the UX!,2025-03-23 16:19:11,81,37,#AI,0.3
136,10,This app keeps crashing. So annoying.,2025-03-21 07:19:11,66,20,"#bug,#mood",-0.1
137,9,Great performance on mobile.,2025-03-22 15:19:11,88,31,"#love,#UX",0.75
138,6,I’m impressed with the speed.,2025-03-21 21:19:11,106,30,#fail,0.65
139,10,Worst experience ever.,2025-03-22 05:19:11,135,4,"#mood,#cleanUI,#fail",-0.06
140,7,I’m impressed with the speed.,2025-03-25 02:19:11,54,37,"#bug,#fail,#love",-0.28
141,7,This app keeps crashing. So annoying.,2025-03-21 06:19:11,129,34,"#bug,#love,#UX",-0.97
142,9,Great performance on mobile.,2025-03-20 22:19:11,146,36,"#AI,#fail",-0.07
143,5,Needs dark mode ASAP!,2025-03-25 06:19:11,104,3,"#bug,#mood",-0.8
144,7,Loving the new update!,2025-03-19 11:19:11,56,3,"#bug,#mood",0.66
145,7,Absolutely love the UX!,2025-03-23 18:19:11,64,1,#tech,-0.31
146,7,Great performance on mobile.,2025-03-21 00:19:11,36,19,#love,-0.13
147,2,Absolutely love the UX!,2025-03-25 16:19:11,15,38,"#UX,#cleanUI,#tech",0.07
148,1,Just another day...,2025-03-18 21:19:11,47,32,"#design,#mood",-0.1
149,3,Absolutely love the UX!,2025-03-21 23:19:11,51,0,"#mood,#social,#AI",0.75
150,7,Worst experience ever.,2025-03-20 11:19:11,76,25,#love,0.81
151,9,Absolutely love the UX!,2025-03-22 23:19:11,116,20,"#UX,#fail",-0.33
152,10,Absolutely love the UX!,2025-03-20 08:19:11,48,5,#bug,-0.31
153,3,Can’t stop using it!,2025-03-22 11:19:11,90,38,"#tech,#bug,#love",-0.66
154,6,This app keeps crashing. So annoying.,2025-03-18 22:19:11,103,24,"#mood,#social,#bug",-0.45
155,3,I’m impressed with the speed.,2025-03-19 14:19:11,39,49,"#love,#fail",-0.3
156,10,Can’t stop using it!,2025-03-25 04:19:11,4,8,"#social,#love,#tech",0.17
157,10,Loving the new update!,2025-03-23 00:19:11,53,28,#love,0.81
158,6,Just another day...,2025-03-26 14:19:11,117,43,"#UX,#design",-0.97
159,7,Such a smooth interface!,2025-03-18 06:19:11,96,9,#AI,0.17
160,5,I’m impressed with the speed.,2025-03-26 07:19:11,34,17,"#AI,#bug",0.31
161,5,I’m impressed with the speed.,2025-03-18 06:19:11,133,46,#bug,0.46
162,7,Just another day...,2025-03-21 18:19:11,109,14,"#AI,#cleanUI,#love",0.71
163,8,Such a smooth interface!,2025-03-19 08:19:11,145,10,"#social,#cleanUI,#love",-0.02
164,9,Such a smooth interface!,2025-03-20 17:19:11,119,36,"#design,#fail",-0.7
